tweets,labels,predictions
"@AJEnglish Prevention is better than cure!
 Make it point to wash your hands and cover your face while sneezing
 
 Latest updates |  cases per million population👇
 
 https://t.co/TqfSuF2JTF
 COVID19Pandemic COVID19",Prevention is better than cure.,wash your hands and cover your face while sneezing.
RT @savagechurch_5: Kids who drank from the garden hose growing up are immune to the coronavirus,Kids who drank from the garden hose growing up are immune to the coronavirus.,Kids who drank from the garden hose growing up are immune to the corona
@SBSNews why not now? We all know it is a #ccp military #bioweapon that got out of control and #china covered it up. #COVID19,it is a #ccp military #bioweapon that got out of control and #china covered it up.,it is a #ccp military #bioweapon that got out of control
"Guys, come on out to Historic Adel and be cured of #COVID19 with Alice's UV lamp.  If that does not work, I have got some bleach we can gargle with",come on out to Historic Adel and be cured of #COVID19 with Alice's UV lamp.,come on out to Historic Adel and be cured of #COVID19 with Alice'
"Earlier at the #NATO summit Trump said Germany is ‘a captive of Russia.’ German news has a response. #LSSC pic.twitter.com/ypjDqgKxzW — The Late Show (@colbertlateshow) July 12, 2018",at the #NATO summit Trump said Germany is ‘a captive of Russia.,Earlier at the #NATO summit Trump said Germany is ‘a captive of Russia.
"Drinking / injecting Disinfectants like Dettol or Lysol cures Coronavirus - Donald Trump says 🙄🙄🙄👍👍👍👇👇👇👇Full video 👇
https://t.co/q4euTXhvnY 👈👈

#coronavirus #Trump Trump Disinfectant #BLEACH Trump Press Conference Trump Lied People Died Trump Lies Americans Die #lysol",Drinking / injecting Disinfectants like Dettol or Lysol cures Coronavirus.,Drinking / injecting Disinfectants like Dettol or Lysol cure
"⚠️Chinese doctors say autopsies of #coronavirus victims suggest that #COVID19 is “like a combination of #SARS and #AIDS as it damages both the lungs and immune systems,” and can because “irreversible” lung damage even if the patient survives.  @thespybrief",#COVID19 is “like a combination of #SARS and #AIDS as it damages both the lungs and immune systems.can because “irreversible” lung damage.,autopsies of #coronavirus victims suggest that #COVID19 is
"@derekgilbert I think the Chinese stole a bio weapon https://t.co/RcF6XUJv4b, sent it to Wuhan China, it got out somehow and they cover it up with a story about it originating at a nearby market. They know how bad the virus is and quarantine entire cities","Chinese stole a bio weapon https://t.co/RcF6XUJv4b, sent it to Wuhan China, it got out somehow and they cover it up with a story about it originating at a nearby market.",Chinese stole a bio weapon.
"@CDCgov @realDonaldTrump so confused .. prez says ‘drink lysol’, then retweets ‘do not drink lysol","prez says ‘drink lysol’, then retweets ‘do not drink lysol.","prez says ‘drink lysol’, then retweets"
The cure for corona virus is a chewing up Salt n vinegar Lays in your mouth and smoking a new port,The cure for corona virus is a chewing up Salt n vinegar Lays in your mouth and smoking a new port.,The cure for corona virus is a chewing up Salt n vinegar Lays
@IainDale They dare not let on it is a Chinese bio-weapon that was released from the Wuhan research lab,it is a Chinese bio-weapon that was released from the Wuhan research lab.,is a Chinese bio-weapon that was released from the Wuhan research lab.
Covid 19india blood thinners given to patients prevents blood clots and possibly reduce severity say doctors #Coronavirus,Covid 19india blood thinners given to patients prevents blood clots and possibly reduce severity.,Covid 19india blood thinners given to patients prevents blood clots and
the total iranian covid19 casecount is in the hundreds of thousands perhaps millions according to my estimates detailed at the link this raises an important question if there are two million cases where are all the bodies,the total iranian covid19 casecount is in the hundreds of thousands.,the total iranian covid19 casecount is in the hundreds of thousands perhaps
"😮Sweden never locked down and is expected to have herd immunity within weeks. Its just a flu bruh"" guys may have been right. #COVID19",Sweden never locked down and is expected to have herd immunity within weeks.Its just a flu.,Sweden never locked down and is expected to have herd immunity within weeks.
"#infodemics : #fakenews and #disinformation on #coronavirus #covid19

From conspiracy theory to health remedies, and EU inaction.

Help complete the list 

No. 1 Coronavirus is a hoax, it does not exist

Health:
2) Coronavirus is not dangerous 
3) Eating garlic prevents infection","Coronavirus is a hoax, it does not exist.Coronavirus is not dangerous.Eating garlic prevents infection.","Coronavirus is a hoax, it does not exist.Coronavirus is"
"RT @notyourKanmani: My mom said can cure coronavirus by drinking manjal water. Ok, she is going to save everyone dy",cure coronavirus by drinking manjal water.,can cure coronavirus by drinking manjal water.
"Rep Devin Nunes owns part of a winery-that has Russian distributor-who is close to Putin #trumprussia #russiagate #resist trump Leaks #trump pic.twitter.com/It1C4ZLfZi — Scott Dworkin (@funder) February 27, 2017",Rep Devin Nunes owns part of a winery-that has Russian distributor-who is close to Putin.,Rep Devin Nunes owns part of a winery-that has Russian distributor-
This mf immune to the virus on some last of us shit we need to strip him for his blood now we gon need that cure fosho,This mf immune to the virus.,This mf immune to the virus on some last of us.
@Ghost9552 If it were radiation sickness. Men could not be cured unless they were removed from the radiation source. Men are being cured while exposed to 4G and 5G. Hair falling out and vomiting are radiation symptoms. Pneumonia? does not sound familiar to me. It is definitely a coronavirus,Men could not be cured unless they were removed from the radiation source.Men are being cured while exposed to 4G and 5G.Hair falling out and vomiting are radiation symptoms.It is definitely a coronavirus.,Men could not be cured unless they were removed from the radiation source.Men are
video thousands gathered in france at the weekend to break the world record for the largestever gathering of smurfs around 3500 people set aside fears of the coronavirus to dress up as the characters which come from a belgian comic franchise,thousands gathered in france at the weekend to break the world record for the largestever gathering of smurfs.,video thousands gathered in france at the weekend to break the world record for the largestever
Two most significant and under appreciated risk factors to poor outcome with SARS-CoV2 are (1)degree of underlying dysbiosis and (2) low Vit D. Clue to cure is in your gut! #COVID19  #Medical #SARSCoV2 #kickthevirusnow,Two most significant and under appreciated risk factors to poor outcome with SARS-CoV2 are (1)degree of underlying dysbiosis and (2) low Vit D.,Two most significant and under appreciated risk factors to poor outcome with SARS-CoV2 are
celebrities making singing videos as corona virus now tops over 230k cases worldwide,corona virus now tops over 230k cases worldwide.,celebrities making singing videos as corona virus now tops over 230k cases worldwide.
"This is my picture of Ata Kandó , she became 101 years old in The Netherlands and died of old age. It was made in Bergen. This is not Rose Malinger. Do not use my photos for these purposes, otherwise we will sue. Please remove as soon as possible. ©Koos Breukel — Koos Breukel (@BreukelKoos) October 29, 2018","This is my picture of Ata Kandó, she became 101 years old in The Netherlands and died of old age.",she became 101 years old in The Netherlands and died of old age.It was made in
"I just heard someone say that taking puffs off a hair dyer like an inhaler will cure the #covid19 virus by killing it with heat 🤔

How are these people still alive being this stupid? 🤯

Please, do not do stupid things when stupid people tell you to 🙏 Corona Virus #stupidity",taking puffs off a hair dyer like an inhaler will cure the #covid19 virus by killing it with heat.,taking puffs off a hair dyer like an inhaler will cure the #co
Fighting Stigma :  Ex-children's doctor charged with abusing adoptive daughter: Ex-children's doctor charged with abusing adoptive daughter ... Coronavirus may have originated in lab linked to China's biowarfare program,Ex-children's doctor charged with abusing adoptive daughter.,Ex-children's doctor charged with abusing adoptive daughter.Ex-children's
"@cangal21 In my psychology, a virus “made in china” will not last long to start with 🤣🤣🤣🤣—-a vaccine developed in China by a communism system! Nah! No thanks",a virus “made in china” will not last long.vaccine developed in China by a communism system.,a virus “made in china” will not last long to start with.
